Name der Klinik,Textuelle Bewertung,Sternebewertung,Datum der Bewertung,Likes
Herzogin Elisabeth Hospital,"Wohlverdiente 5 Sterne für diese Klinik. Ich wüsste nicht worüber man meckern könnte. Freundliches, gut gelauntes Personal, kompetente Ärzte, die die Patienten namentlich kannten und auf dem Flur erkannten, gute Betreuung, es wurde auf die Wünsche der Patienten eingegangen, das Essen hat geschmeckt, alles war sauber...die OP ist gelungen... was wünscht man sich mehr? Man bräuchte mehr von solchen Krankenhäusern.**Ich bedanke mich für die überdurchschnittlich gute Betreuung!",5,vor 3 Jahren,4
Herzogin Elisabeth Hospital,"Ein Krankenhaus mit Ausstrahlung und sehr sehr fähigem Personal, egal wo mann hin kommt es ist Personal da die ein empfangen und zu weisen, ich habe mich richtig wohl gefült.**Allein auch die Farb gestaltung die ist gut gewählt nicht so kalt und steril Weiß.**Auch die Zimmer, sind zwar spartanisch eingerichtet aber schön und wenn mann fragen hat sie werden beandwortet auch wenn es ab und an bischen dauert.**Gute und Moderne Ausrüstung vorhanden, ok die Bettenmadratzen könten etwas besser oder dicker sein damit mann etwas bequemer liegt mann mergt die Bettengestelle durch.**Ach und die Schwestern und Pfleger sind echt gut ausgebildet sind sorgfältig und sauber bei ihrer Arbeit. Mann wird auch nicht einfach so als Nummer forne rein und hinten raus gschoben, hir wird mann fernünftig und auch wirglich als gesund, geheield entlassen. Wenn es möglich wäre würde ich auf dauer drin bleiben.😊😉**Alles in allem ein Vorzeige Krankenhaus  da können sich einige andere mal eine scheibe ab schneiden. 😊",5,vor 2 Jahren,3
Herzogin Elisabeth Hospital,Übelst unfreundliche Ärzte und Helfer,1,vor einem Jahr,2
Herzogin Elisabeth Hospital,"Meine 82-jährige Mutter wurde im Jan. 2019 im HEH operiert (künstl. Hüftgelenk). OP-Verlauf/-ergebnis bestens. Schönes modernes Krankenhaus, gute Atmosphäre  und vor allem immer freundliche und hilfsbereite Mitarbeiter/Innen.",5,vor 2 Jahren,7
Herzogin Elisabeth Hospital,"Es war perfekt. Dres. Kawara, Witzel, Motorin, die Schwestern Michaela, Svenja, Theresa etc... alle so nett. Das Essen war prima. Wenn KH, dann HEH!!!",5,vor 2 Jahren,3
Herzogin Elisabeth Hospital,Alles Top .,5,vor einem Jahr,4
Herzogin Elisabeth Hospital,"Ich hab 2005 ein künstliches Kniegelenk bekommen und bin bis heute mehr als zufrieden und werde diese Klinik wieder besuchen wenn nötig, vielen Dank ans Pflegepersonal und die Ärzte auch die Zimmer sind super gewesen",5,vor 3 Jahren,6
Herzogin Elisabeth Hospital,Top...... Mehr kann ich nicht dazu sagen....,5,vor 2 Jahren,3
Herzogin Elisabeth Hospital,Ich war beim CT und bin sehr unzufrieden das es nur um Masse geht um Geld zu verdienen und der Patient nur noch eine lässige Notwendigkeit sind...menschlich eine dicke fette 6! Und fachlich 4!,1,vor 5 Jahren,4
Herzogin Elisabeth Hospital,"War zum 3.Mal stationär Gast im HEH.Und so habe ich mich auch gefühlt.**In Vorbereitung auf die OP, habe ich auch die chirurgische Ambulanz kennengelernt.**Ich möchte ausdrücklich auch diese Abteilung  mit einbeziehen, denn der Erfolg der OP beginnt dort.**Die OP-Vorbereitung in der vorstationären Aufnahme war sehr gut und man konnte bis zum OP-TAG  zu Hause schlafen.**Das hat mir sehr viel Aufregung erspart.**Am Morgen der OP kam ich auf Station 2 an und wurde sehr freundlich empfangen.**Dann begann die OP-VORBEREITUNG.**Ich habe mich sehr gut aufgehoben gefühlt.**Mein besonderer Dank gilt Schwester Margrit  und Schwester Julia.**Dem Ärzteteam um Dr.Oettel ein riesengrosses Dankeschön .**Dr.Oettel kam sogar an den Pfingstfeiertagen um nach uns zu schauen.**UND ICH BIN KEIN PRIVATPATIENT!**Ich kann dieses Krankenhaus nur empfehlen.**Dr. Oettel, seinem Team und dem Pflegepersonal von Station 2 wünsche ich weiterhin viel Erfolg und Spaß in diesem Haus.**Marita Roscher Zimmer 215",5,vor 3 Jahren,6
Herzogin Elisabeth Hospital,Super nettes Pflegepersonal. Fühlte mich während meines Aufenthalts ausgesprochen wohl und gut aufgehoben.,5,vor 5 Jahren,4
Herzogin Elisabeth Hospital,Hatte vorletzte Woche eine Schilddrüsen-OP mit kompletter Entfernung der SD. Nach 2 Tagen schon Entlassung. Heute schon wieder arbeitsfähig. Nach Aufwachen aus der Narkose vollkommen schmerzfrei.**Dank gilt an Dr. Hinrich Seesko sowie das komplette OP- und Pflegeteam.**Sehr nett und kompetent. Gutes Essen. Fühlte mich gut aufgehoben und betreut. Kann ich nur weiterempfehlen.,5,vor 3 Jahren,5
Herzogin Elisabeth Hospital,"Bezüglich eines gefäßchirurgischen Eingriffs war ich im Frühjahr 2018 im HEH und bin bis heute mehr als zufrieden. Vielen Dank an das Ärzteteam der dortigen Gefäßchirurgie sowie das Pflegepersonal - die Behandlung und Betreuung habe ich als sehr angenehm wahrgenommen.****Entgegnen der Erfahrung aus einer anderen Klinik war der Ablauf der Voruntersuchungen im HEH sehr gut - freundlicher Empfang und dann Untersuchung sowie ausführliche Erläuterung vom Oberarzt. Die Terminvergabe für die OP erfolgte dann zeitnah. Die vorstationäre Aufnahme vor der OP lief auch sehr gut, schnell und freundlich.**Nach der OP eine Nacht auf der Intensivstation verbracht bei ebenfalls freundlicher Betreuung durch das Pflegepersonal, dies gilt auch für den Kontakt gegenüber den Angehörigen. Auch die folgenden Tage auf der Station waren geprägt von einer stets sehr hilfsbereiten und freundlichen Art des Pflegepersonals und des Ärzteteams.**Vor dem Hinblick, dass ein Krankenhausaufenthalt in aller Regel nicht zum größten Vergnügen gehört, muss ich sagen, dass ich mich im HEH sehr gut aufgehoben gefühlt habe.",5,vor 3 Jahren,3
Herzogin Elisabeth Hospital,"ich möchte mich bei Prof Heller bedanken ,insgesamt wurde ich an meiner Hüfte 8 mal operiert in Goslar und mehrfach in der Endo klinik**in Hamburg, auf Empfehlung wurde ich bei Pro. Heller vorstellig und wurde dort op.ein tolles Ergebnis ,nach einer Woche wurde ich entlassen**ich ging nicht in eine Reha und war nach 14 Tagen topfit.Mein Dank geht an Herrn Prof .Heller, aber seine Mitarbeiterinnen und die Küche möchte**ich nicht vergessen.Bei der Verabschiedung sagte Prof.Heller auf**Wiedersehen wir sehen uns nicht wieder,am liebsten hätte ich gesagt**wollen wir wetten !",5,vor 3 Jahren,6
Herzogin Elisabeth Hospital,"Kompetente Betreuung, sehr gute Ärzte, sehr gutes Essen.",5,vor 3 Jahren,12
Herzogin Elisabeth Hospital,"Achtung: Das MRT hier ist geschlossen. Für eine Hals/Schulteruntersuchung wurde ich am Kopf arretiert in diese sehr enge Röhre für 15 Minuten geschoben. Dazu bekam ich ein paar gelbe Ohrstöpsel. Ich wusste, dass es bei MRTs auch Musik gibt. Hier gab es das nicht, angeblich würde so etwas immer kaputt gehen. Die Ohrstöpsel - die ich tatsächlich nicht selber mitbringen musste - waren natürlich nahezu wirkungslos. Das wiederlich laute unregelmäßige Klopfen kommt sehr sehr laut auf die Ohren. Ein Handtuch musste ich selbst mitbringen. Obwohl ich vorher präzise angegeben hatte, das es mir  in der Röhre ganz sicher  nicht gut gehen würde, wurde darauf in keiner Weise eingegangen. Es wurde mir keinerlei Entspannungs-/Beruhigungsmittel angeboten. Mir wurde ein Notfallknopf in die Hand gedrückt und ab gings. Ich habe sofort hyperventiliert, bin aber dann doch nicht in Ohnmacht gefallen und habe es geschafft, nicht zu drücken. Vermutlich, weil ich im Hinterkopf hatte, dass dann alles von vorne beginnen würde. Schweißnass und zitternd war ich dann nach ca. 15 völlig einsamen panischen Minuten erlöst worden. Ich war noch nicht ganz  angezogen, da lag schon der Nächste, der nur mit dem Bein hinein musste auf der Schiene. Es war also offensichtlich die Möglichkeit eines Abbruchs eingeplant. Mittlerweile weiß ich, dass ich diese Prozedur gar nicht hätte ertragen müssen - es gibt offene MRTs. Das ist vermutlich der Grund, weshalb ich hier so schnell einen Termin bekommen habe. Ganz sicher geht niemand dort hinein, der von einer Alternative weiß. Die Nichtverabreichung von Entspannungsmitteln kann ich mir nur damit erklären, dass dies das Geschäftsmodell ist. Für eine abgebrochene MRT-Maßnahme kann man trotzdem eine Rechnung erstellen, also doppelt kassieren. Falls nicht abgebrochen wird, hat man wenigstens Medikamente gespart.",1,vor 3 Jahren,3
Herzogin Elisabeth Hospital,"Also erstmal muß ich sagen, daß ich mich dort ganz gut betreut gefühlt habe und auch noch weiter betreut werde. Die Untersuchungen, das Zusammenspiel der Ärzte und des Personals, d.h. Schwestern, Pfleger, Ernährungstherapeuten usw. hat funktioniert. Dennoch hätte ich mir auf Station etwas mehr Ansprache gewünscht. Zimmervisite für Behandlungspflege fand teilweise nur einmal pro Schicht statt, es sei denn, ich habe geklingelt. (Grundpflege habe ich nicht gebraucht) Da ich alleine im Zimmer war, war das manchmal nicht so schön. Der Informationsfluss hätte besser laufen können. Zum Beispiel ist es vielleicht doch wichtig, ob man jetzt mit-oder ohne Seife duschen darf, und was man trinken darf und was nicht, usw, z.B. Teesorten. Da haben andere Patienten teilweise gegenteilige Infos bekommen. Der Ablauf der Zimmerreinigung war für mich völlig kurios: Einer kam um das Bett abzuwischen, Stunden später kam der Nächste mit neuer Wäsche, dann kam wieder wer Anders um den Nachtschrank zu reinigen, dann kam wieder die Erste Person um den Müll zu entfernen? Könnte man besser planen. Aber Irgendwo findet man ja meistens ein Haar in der Suppe!",4,vor 3 Jahren,4
Herzogin Elisabeth Hospital,"Ich bin sehr zufrieden mit der Klinik. Mir wurde Ende März die Schilddrüse heraus genommen, da mehrere Knoten vorhanden waren. Ich wurde die Zeit, die ich dort verbrachte, sehr gut versorgt. Sowohl das Arztgespräch wie auch die Behandlung nach meiner OP waren sehr gut. Ich hatte vor der OP große Angst ob alles gut gehen wird. Man nahm mir diese und klärte mich ausführlich über die OP auf. Sowohl die Ärzte, als auch die Schwestern haben sich führsorglich um mich gekümmert. Ich kann diese Klinik nur weiter empfehlen. Evtll. steht bei mir bald eine Tennisarm OP an, dann werde ich diese auch dort vornehmen lassen. Alles in Einem: Sowohl das Gesamte Klinikpersonal, wie auch die Verpflegung, das Essen und die Räumlichkeiten haben bei mir einen sehr guten Eindruck hinterlassen. Daher volle 5 Sterne!!!",5,vor 3 Jahren,1
Herzogin Elisabeth Hospital,"Nach 3 falsch Diagnosen, dort Volltreffer.**Innenminusk abriss und Innenkreuzband**Operiert. Narkose Top, OP Top, Saubere**Klinik. Essen. Top, Alle Nett(Denkt: Wie man in den Wald ruft,schallt es zurück!). Auf Station sehr gute Badezimmer.Gute Beratung , immer Ansprechbar. Immer wieder!",5,vor 8 Jahren,3
Herzogin Elisabeth Hospital,Gute Station.. sehr nett und freundlich.. hilfsbereit und sehr lustig... Immer wieder gerne..,5,vor 4 Jahren,3
Herzogin Elisabeth Hospital,"Keine normale Krankenhaus, meine lebensgefâhrte wurde letzte jahr von Dr. Thorban operiert er konnte vor dem op noch laufen und jetzt ist er im rollstuhl gefangen.  Letzte monat sind wir wieder in den krankenhaus gewesen mein lebensgefâhrte wurde in station aufgenommen der Dr. Thorban İst dann nicht mehr aufzufinden. Nach bemühungen haben DİE pfleger meine lebensgefâhrten ziemlich gemoppt und wollten ihn sogar mitten in der nacht aus dem krankenhaus werfen. DİE ârzte wollten ihn nicht mehr er solle gehen haben DİE gesagt mein lebensgefâhrte hatt darauf gesagt das er ziemliche schmerzen hatt und der arzt hatt nur gelacht und ihm gesagt er sei paşa er konnte laufen aber er will es nicht. İch glaube DİE sind entweder Razisten oder âhnliches",1,vor 4 Jahren,2
Herzogin Elisabeth Hospital,Eine umfangreiche und stets freundliche Behandlung!,5,vor 3 Jahren,3
Herzogin Elisabeth Hospital,"HEH. Super Erfahrung, im Sommer 2015 hatte ich eine Darm OP, super gelaufen , TOP Arzt sehr Gewissenhaft gearbeitet!!!!!!!!!!**Im August 2016 Schwanom im re. Knie , sehr gute Vorbereitung und sehr Profisionelle Narkose und OP man fühlt sich Sicher augehoben.......auch**auf Station immer jemand Ansprechbar.........sehr,sehr zu Empfehlen! :-)",5,vor 4 Jahren,3
Herzogin Elisabeth Hospital,Kommt  erst nach Jahren dran  obwohl  man die Schmerzen nicht aushält und die Operationen sind grausam,1,vor 2 Jahren,1
Herzogin Elisabeth Hospital,"Bei mir wurde eine Schlittenprothese eingesetzt und das Tableau zu weit nach vorn eingesetzt,irrsinnge Schmerzen noch nach 7 Monaten,daß Gelenk muß ausgetauscht werden.Nichtmal eine Enzschuldigung kam von der Klinik.Pflegepersonal super,aber O.P.daneben,nicht zu empfehlen-",1,vor 7 Jahren,3
Herzogin Elisabeth Hospital,"Mitte 2013 suchte ich aufgrund eines Knorpelschadens im linken Knie das Herzogin Elisabeth Hospital in Braunschweig auf. Die Erstuntersuchung nahm Herr Dr. Wilhelm vor, der mir bestätigte, dass der Knorpelschaden zwar nicht groß, aber wohl auch nur durch eine OP zu beheben sei. Wir setzten einen OP-Termin für Anfang September an.****Wenige Tage vor der OP musste ich das HEH erneut aufsuchen, um mich von der Narkoseärztin über Formalitäten und Risiken aufklären zu lassen. Überraschenderweise wurde ich auch erneut untersucht. Ein Herr Dr. Schwerdtfeger sah sich mein Knie und die erst kürzlich angefertigen Röntgen- sowie MRT-Bilder abermals an und teilte mir mit, dass er gar wisse, was ich hier wolle. Er könne da nichts sehen.**Zwischendurch klingelte sein Handy, er führte in abfälliger Wortwahl ein Telefonat mit seinem Gesprächspartner, kehrte dann zu meinen Belangen zurück. Dabei schien er wenig an meiner Person interessiert zu sein. Ich berichtete daraufhin von meinen Schmerzen bzw. den stark hörbaren Knackgeräuschen, die bei jeder Beugung auftraten. Sein abfälliger Kommentar: seine Knie würden auch knacken.**Daraufhin fragte ich, was er mit seinen Äußerungen meine und ob er mir von der OP abraten würde. Das verneinte er. Die OP sei nun angesetzt und dann wird sie auch durchgezogen. Auch wenn er nicht wisse, was das solle: ""Ihnen muss klar sein, dass wir möglicherweise aufmachen und nichts finden und dann einfach wieder zumachen. Dann bekommen Sie im schlimmsten Fall ne Entzündung, verklagen die Klinik, es geht vor Gericht und dann guckt mal einer richtig nach und fragt warum wir sie überhaupt operiert haben."" Ich war sprachlos. Daraufhin Herr Dr. Schwerdtfeger: ""Oder aber wir müssen doch an den Knorpel ran. Dann dürfen Sie im Anschluss das Knie 6 bis 8 Wochen überhaupt nicht belasten. Dass müssen Sie sich überlegen.""****Völlig verunsichert verließ ich den Untersuchungsraum. Wie kann man nur einer Patientin kurz vor einer anstehenden OP so widersprüchliche Möglichkeiten des Behandlungsverlaufs aufzeigen und dabei ganz offensichtlich die Kompetenz von Herrn Dr. Wilhelm und seine Einschätzung des Sachverhaltes infrage stellen?****Ich entschied mich dennoch für die OP. Meiner Meinung nach war sie die einzige Option auf Beschwerdefreiheit. Außerdem war mir Dr. Wilhelms Diagnose wichtiger als das unprofessionelle Gelaber seines Kollegen Schwerdtfeger.****Die OP verlief problemlos – wenn auch leider nicht erfolgreich. Der Knorpel wurde geglättet und freie Knorpelteile sowie bereits entstandene Verwachsungen aus dem Knie entfernt. Dennoch bin ich nicht beschwerdefrei. Eine Verbesserung ist leider kaum spürbar.**Die Betreuung im ambulanten Operationszentrum der HEH war jedoch vorbildlich und ist lobend hervorzuheben. Schade, dass sich in einer so guten Klinik ein Arzt auf Kosten und zu Lasten der Patienten auf diese Art und Weise profiliert.",3,vor 7 Jahren,3
Herzogin Elisabeth Hospital,"Sehr gute Ärzte, Operateure und freundliches Pflegepersonal.**Beide Daumen hoch.",5,vor 3 Jahren,3
Herzogin Elisabeth Hospital,Bin bei Pr Heller alles Top,5,vor 4 Jahren,3
Herzogin Elisabeth Hospital,Kompetentes Ärzteteam und aufmerksame Schwestern und Pfleger.,5,vor einem Jahr,1
Herzogin Elisabeth Hospital,Einfach toll.**Vielen Dank .,5,vor 3 Jahren,1
Herzogin Elisabeth Hospital,Top Arbeitgeber !,5,vor einem Jahr,1
Herzogin Elisabeth Hospital,Alles Top,5,vor 3 Jahren,No Like
Herzogin Elisabeth Hospital,"Freundliches Personal, moderne Technik im Zimmer",5,vor 3 Jahren,No Like
Herzogin Elisabeth Hospital,Behandlung und so weiter,5,vor 4 Jahren,No Like
Herzogin Elisabeth Hospital,Super Betreuung vom Anfang bis zur Entlassung😉,5,vor 5 Jahren,No Like
Herzogin Elisabeth Hospital,"(Übersetzt von Google) Dieses Krankenhaus ist sehr gut und ein Standardkrankenhaus in Deutschland. Ich bin seit einer Woche im Krankenhaus, aber meine Ursache wurde noch nicht überprüft. Und ich habe gehört, dass Deutsche normalerweise pünktlich und vertrauenswürdig sind. Aufgrund der Erfahrungen dieser Woche bezweifle ich die obige Ansicht. Daher wird der Begriff Pünktlichkeit und Glaubwürdigkeit in Zukunft für dieses Krankenhaus nicht mehr gelten, da mich das Krankenhauspersonal zu oft betrogen hat und fast niemand pünktlich ist.**2. Ich wurde falsch diagnostiziert. Bei einigen Tests müssen sich die Patienten im Voraus vorbereiten. Das nervigste ist, dass ich das Medikament so einnehme, wie es das Krankenhauspersonal arrangiert hat, und mich auf die Untersuchung vorbereite. Zu diesem Zeitpunkt kam ein Arzt, um mir zu sagen, dass ich den Test nicht durchführen konnte, da die Testergebnisse nicht aus meiner Körperprobe abgeleitet wurden. Welche Rolle und Bedeutung hat die Entgiftung? Ist das eine ernsthafte Arbeit, auf die die Deutschen stolz sind? Nehmen sie es ernst, Fehler zu machen? Ich denke, es gibt fast keine Kommunikation zwischen Ärzten, Krankenschwestern und Patienten. Ärzte erledigen die Arbeit von Ärzten, Krankenschwestern erledigen die Arbeit von Krankenschwestern und Patienten erledigen sie selbst. Dies gab mir ein neues Verständnis der deutschen Krankenhäuser.**3. Noch absurder ist, dass ich eine Woche lang ins Krankenhaus eingeliefert wurde und von drei verschiedenen Ärzten gefragt wurde. Gerade als ich untersucht werden wollte, kam ein neuer Arzt und fragte mich: Was machst du im Krankenhaus? Zu dieser Zeit lag ich auf einem Krankenhausbett und trug ein Krankenhauskleid. Kann ich ins Krankenhaus gehen, während COVID-19 tobt, Krankenhauskleidung trägt und mit dem Krankenhauspersonal scherzt? Ist das deutscher Humor?**4. Aber ich muss zugeben, dass die meisten Krankenschwestern an der zweiten Station dieses Krankenhauses eine sehr gute Einstellung haben und sehr freundlich zu Menschen sind. Das Personal an Station 1 kann es nicht wirklich loben. Die Mitarbeiter der beiden Stationen konnten überhaupt keine Vergleiche anstellen und auch keine Vergleiche anstellen. Obwohl die Kosten für einen Arztbesuch von der Versicherungsgesellschaft übernommen werden, ist die Effizienz dieses Krankenhauses meiner Meinung nach nicht proportional zum gezahlten Geld. Der Gewinnzweck des Krankenhauses ist zu stark.****(Original)**This hospital is very good and is a standard hospital in Germany. I have been hospitalized for a week, but my cause has not yet been checked. And I heard that Germans are usually punctual and trustworthy. Based on this week’s experience, I doubt the above view. Therefore, in the future, the term punctuality and credibility will not apply to this hospital, because the hospital staff deceived me too many times and almost no one is punctual.**2. I was misdiagnosed. Some tests require patients to prepare in advance. The most annoying thing is that I take the medicine in the way arranged by the hospital staff and prepare for the examination. At this time, a doctor came to tell me that I could not perform the test because the test results were not derived from my body sample. So, what is the role and significance of detoxification? Is this serious work that Germans are proud of? Are they serious about making mistakes? I think there is almost no communication between doctors, nurses and patients. Doctors do the work of doctors, nurses do the work of nurses, and patients do it themselves. This gave me a new understanding of German hospitals.**3. What is even more absurd is that I was hospitalized for a week and was asked by three different doctors. Just when I was about to be examined, a new doctor came over and asked me: What are you doing in the hospital? At this time, I was lying on a hospital bed, wearing a hospital gown. Can I go to the hospital while COVID-19 is raging, wearing hospital clothes and joking with hospital staff? Is this German humor?**4. But I must admit that most of the nurses at the second stop of this hospital have a very good attitude and are very friendly to people. The staff at station 1 can't really praise it. The staff at the two stations were unable to make comparisons at all, nor were they able to make comparisons. Although the cost of seeing a doctor is paid by the insurance company, I think the efficiency of this hospital is not proportional to the money paid. The profit purpose of the hospital is too strong.",5,vor einem Monat,No Like
